time,row,column,value,hour_of_day,day_of_week
22,2,1,0,22,0
22,2,3,0,22,0
22,2,4,3,22,0
22,2,6,5,22,0
22,2,7,3,22,0
22,3,1,0,22,0
22,3,2,0,22,0
22,3,3,11,22,0
22,3,4,0,22,0
22,3,5,0,22,0
22,3,6,0,22,0
22,4,0,0,22,0
22,4,4,0,22,0
22,4,5,0,22,0
22,4,7,0,22,0
22,5,2,0,22,0
22,5,3,0,22,0
22,5,6,0,22,0
22,5,7,0,22,0
22,6,0,0,22,0
22,6,5,5,22,0
22,6,6,0,22,0
22,6,7,0,22,0
22,7,6,30,22,0
22,7,7,0,22,0
23,0,1,0,23,0
23,0,2,0,23,0
23,0,3,3,23,0
23,0,5,0,23,0
23,0,6,0,23,0
23,1,2,0,23,0
23,2,1,0,23,0
23,2,2,0,23,0
23,2,4,0,23,0
23,2,5,0,23,0
23,3,0,0,23,0
23,3,1,0,23,0
23,3,2,0,23,0
23,3,4,0,23,0
23,3,5,0,23,0
23,4,0,0,23,0
23,4,2,0,23,0
23,4,3,0,23,0
23,4,4,0,23,0
23,4,7,0,23,0
23,5,0,0,23,0
23,5,1,0,23,0
23,5,6,0,23,0
23,6,4,0,23,0
23,6,7,0,23,0
23,7,2,0,23,0
23,7,7,0,23,0
24,0,2,0,0,1
24,0,4,0,0,1
24,0,5,0,0,1
24,0,6,0,0,1
24,0,7,0,0,1
24,1,0,0,0,1
24,1,1,0,0,1
24,1,2,0,0,1
24,1,5,0,0,1
24,1,6,0,0,1
24,2,0,0,0,1
24,2,2,0,0,1
24,2,6,0,0,1
24,3,0,0,0,1
24,3,4,0,0,1
24,4,3,0,0,1
24,4,4,0,0,1
24,4,7,0,0,1
24,5,6,0,0,1
24,5,7,0,0,1
24,6,0,0,0,1
24,6,1,0,0,1
24,6,2,0,0,1
24,6,4,0,0,1
24,7,1,0,0,1
24,7,4,0,0,1
24,7,7,0,0,1
25,0,1,0,1,1
25,0,2,3,1,1
25,0,3,11,1,1
25,0,4,3,1,1
25,0,6,0,1,1
25,0,7,0,1,1
25,1,1,0,1,1
25,1,3,0,1,1
25,1,4,0,1,1
25,1,5,0,1,1
25,2,0,0,1,1
25,2,3,3,1,1
25,2,4,0,1,1
25,2,6,0,1,1
25,2,7,0,1,1
25,3,1,0,1,1
25,3,6,14,1,1
25,4,4,0,1,1
25,4,6,0,1,1
25,4,7,0,1,1
25,5,5,0,1,1
25,6,0,0,1,1
25,6,4,0,1,1
25,6,5,41,1,1
25,6,6,24,1,1
25,7,0,0,1,1
25,7,2,0,1,1
25,7,4,0,1,1
25,7,6,22,1,1
26,0,0,30,2,1
26,0,1,3,2,1
26,0,2,14,2,1
26,0,5,24,2,1
26,0,7,38,2,1
26,1,0,5,2,1
26,1,6,24,2,1
26,2,0,5,2,1
26,2,1,0,2,1
26,2,2,22,2,1
26,2,3,22,2,1
26,2,6,33,2,1
26,2,7,22,2,1
26,3,3,24,2,1
26,3,4,5,2,1
26,4,0,0,2,1
26,4,1,0,2,1
26,4,6,3,2,1
26,5,1,22,2,1
26,5,2,0,2,1
26,5,7,11,2,1
26,6,0,0,2,1
26,6,5,22,2,1
26,7,0,0,2,1
26,7,3,0,2,1
26,7,5,3,2,1
26,7,6,5,2,1
26,7,7,0,2,1
27,0,0,5,3,1
27,0,1,8,3,1
27,0,2,79,3,1
27,0,3,543,3,1
27,0,4,570,3,1
27,0,6,114,3,1
27,0,7,169,3,1
27,1,1,0,3,1
27,1,2,218,3,1
27,1,4,137,3,1
27,1,7,331,3,1
27,2,0,0,3,1
27,2,1,0,3,1
27,2,3,237,3,1
27,2,4,347,3,1
27,2,6,172,3,1
27,2,7,259,3,1
27,3,0,0,3,1
27,3,1,33,3,1
27,3,2,169,3,1
27,3,3,145,3,1
27,3,4,96,3,1
27,3,5,118,3,1
27,3,7,191,3,1
27,4,0,0,3,1
27,4,1,3,3,1
27,4,2,0,3,1
27,4,3,44,3,1
27,4,4,71,3,1
27,4,5,202,3,1
27,5,0,0,3,1
27,5,3,33,3,1
27,5,6,51,3,1
27,5,7,44,3,1
27,6,0,0,3,1
27,6,4,77,3,1
27,7,0,0,3,1
27,7,1,0,3,1
27,7,3,5,3,1
27,7,4,3,3,1
28,0,3,642,4,1
28,0,4,570,4,1
28,0,6,196,4,1
28,0,7,153,4,1
28,1,2,352,4,1
28,1,3,415,4,1
28,1,4,426,4,1
28,1,7,377,4,1
28,2,6,210,4,1
28,3,0,3,4,1
28,3,1,5,4,1
28,3,3,177,4,1
28,3,4,208,4,1
28,3,6,155,4,1
28,4,0,0,4,1
28,4,1,11,4,1
28,4,3,65,4,1
28,4,4,147,4,1
28,4,5,174,4,1
28,4,6,58,4,1
28,5,0,0,4,1
28,5,1,3,4,1
28,5,3,5,4,1
28,6,0,0,4,1
28,6,1,0,4,1
28,6,2,0,4,1
28,6,3,3,4,1
28,6,6,147,4,1
28,7,0,0,4,1
28,7,2,0,4,1
28,7,3,3,4,1
28,7,4,0,4,1
28,7,5,3,4,1
28,7,6,3,4,1
28,7,7,8,4,1
29,0,1,0,5,1
29,0,3,502,5,1
29,0,5,306,5,1
29,0,6,208,5,1
29,1,0,0,5,1
29,1,1,0,5,1
29,1,5,483,5,1
29,1,6,101,5,1
29,1,7,150,5,1
29,2,2,44,5,1
29,2,3,246,5,1
29,2,4,483,5,1
29,2,5,263,5,1
29,3,0,0,5,1
29,3,3,77,5,1
29,3,4,77,5,1
29,3,5,164,5,1
29,3,7,55,5,1
29,4,0,5,5,1
29,4,2,3,5,1
29,4,3,46,5,1
29,4,4,44,5,1
29,4,5,68,5,1
29,4,6,137,5,1
29,5,0,0,5,1
29,5,1,0,5,1
29,5,2,0,5,1
29,5,3,0,5,1
29,5,4,24,5,1
29,5,7,17,5,1
29,6,4,3,5,1
29,6,7,3,5,1
29,7,2,0,5,1
29,7,3,17,5,1
29,7,7,0,5,1
30,0,0,14,6,1
30,0,1,0,6,1
30,0,4,65,6,1
30,0,5,331,6,1
30,1,1,0,6,1
30,1,5,276,6,1
30,2,1,0,6,1
30,2,2,30,6,1
30,2,6,126,6,1
30,3,1,19,6,1
30,3,2,3,6,1
30,3,3,85,6,1
30,4,0,0,6,1
30,4,1,33,6,1
30,4,2,0,6,1
30,4,4,85,6,1
30,4,5,44,6,1
30,4,6,33,6,1
30,5,0,0,6,1
30,5,1,0,6,1
30,5,7,65,6,1
30,6,0,0,6,1
30,6,2,0,6,1
30,6,3,0,6,1
30,6,4,11,6,1
30,6,5,8,6,1
30,6,6,0,6,1
30,7,2,0,6,1
30,7,3,0,6,1
30,7,6,3,6,1
30,7,7,0,6,1
31,0,1,0,7,1
31,0,2,90,7,1
31,0,5,259,7,1
31,0,6,85,7,1
31,0,7,213,7,1
31,1,0,0,7,1
31,1,1,5,7,1
31,1,2,24,7,1
31,1,3,118,7,1
31,2,0,0,7,1
31,2,2,17,7,1
31,2,5,123,7,1
31,2,6,159,7,1
31,3,1,5,7,1
31,3,2,11,7,1
31,3,3,90,7,1
31,3,4,147,7,1
31,3,5,38,7,1
31,3,6,101,7,1
31,3,7,186,7,1
31,5,0,0,7,1
31,5,1,0,7,1
31,5,3,8,7,1
31,5,5,17,7,1
31,6,0,0,7,1
31,6,2,0,7,1
31,6,3,0,7,1
31,6,6,22,7,1
31,6,7,181,7,1
31,7,1,0,7,1
31,7,3,3,7,1
32,0,0,14,8,1
32,0,2,24,8,1
32,0,5,92,8,1
32,0,7,101,8,1
32,1,0,0,8,1
32,1,3,109,8,1
32,2,1,0,8,1
32,2,3,58,8,1
32,2,4,55,8,1
32,3,0,0,8,1
32,3,1,19,8,1
32,3,2,24,8,1
32,3,3,19,8,1
32,3,4,33,8,1
32,3,6,41,8,1
32,4,0,0,8,1
32,4,3,181,8,1
32,4,5,60,8,1
32,4,6,44,8,1
32,5,1,3,8,1
32,5,3,0,8,1
32,5,4,0,8,1
32,6,1,0,8,1
32,6,2,0,8,1
32,6,3,147,8,1
32,6,6,3,8,1
32,6,7,46,8,1
32,7,2,0,8,1
32,7,5,8,8,1
32,7,7,0,8,1
33,0,1,8,9,1
33,0,3,60,9,1
33,0,4,104,9,1
33,0,5,150,9,1
33,0,6,164,9,1
33,0,7,118,9,1
33,1,0,0,9,1
33,1,1,3,9,1
33,1,3,96,9,1
33,1,4,14,9,1
33,1,5,153,9,1
33,1,6,249,9,1
33,2,0,0,9,1
33,2,1,0,9,1
33,2,2,44,9,1
33,2,5,101,9,1
33,3,0,0,9,1
33,3,1,3,9,1
33,3,2,5,9,1
33,3,3,44,9,1
33,3,7,90,9,1
33,4,0,0,9,1
33,4,1,5,9,1
33,4,2,0,9,1
33,4,3,17,9,1
33,4,4,19,9,1
33,5,0,0,9,1
33,5,3,0,9,1
33,5,5,51,9,1
33,5,6,46,9,1
33,5,7,5,9,1
33,6,0,0,9,1
33,6,3,3,9,1
33,6,4,5,9,1
33,6,5,104,9,1
33,7,0,0,9,1
33,7,1,0,9,1
33,7,3,11,9,1
33,7,4,24,9,1
33,7,7,3,9,1
34,0,0,14,10,1
34,0,1,19,10,1
34,0,3,155,10,1
34,0,5,191,10,1
34,1,0,0,10,1
34,1,1,14,10,1
34,1,2,46,10,1
34,1,3,60,10,1
34,1,4,19,10,1
34,1,6,213,10,1
34,1,7,114,10,1
34,2,0,0,10,1
34,2,2,17,10,1
34,2,5,213,10,1
34,2,6,200,10,1
34,3,5,213,10,1
34,4,0,0,10,1
34,4,1,17,10,1
34,4,3,27,10,1
34,4,4,24,10,1
34,4,6,79,10,1
34,5,0,0,10,1
34,5,1,5,10,1
34,5,2,3,10,1
34,5,4,19,10,1
34,5,5,126,10,1
34,6,0,0,10,1
34,6,1,0,10,1
34,6,6,0,10,1
34,6,7,3,10,1
34,7,0,0,10,1
34,7,1,0,10,1
34,7,4,11,10,1
34,7,5,24,10,1
34,7,6,3,10,1
34,7,7,5,10,1
35,0,0,3,11,1
35,0,1,19,11,1
35,0,2,14,11,1
35,0,3,41,11,1
35,0,5,213,11,1
35,0,6,273,11,1
35,1,3,79,11,1
35,1,4,55,11,1
35,1,5,276,11,1
35,1,6,546,11,1
35,2,1,11,11,1
35,2,2,22,11,1
35,3,2,11,11,1
35,3,3,49,11,1
35,3,6,454,11,1
35,3,7,63,11,1
35,4,2,3,11,1
35,4,4,30,11,1
35,4,5,87,11,1
35,5,1,0,11,1
35,5,2,5,11,1
35,5,6,194,11,1
35,6,0,0,11,1
35,6,1,0,11,1
35,6,2,0,11,1
35,6,4,0,11,1
35,6,5,14,11,1
35,7,2,0,11,1
35,7,7,3,11,1
36,0,2,68,12,1
36,0,3,85,12,1
36,0,6,565,12,1
36,0,7,161,12,1
36,1,0,5,12,1
36,1,1,5,12,1
36,1,2,120,12,1
36,1,3,55,12,1
36,1,4,150,12,1
36,1,5,522,12,1
36,1,6,865,12,1
36,2,1,3,12,1
36,2,4,74,12,1
36,2,6,1491,12,1
36,2,7,140,12,1
36,3,0,3,12,1
36,3,1,0,12,1
36,3,4,77,12,1
36,3,6,974,12,1
36,4,2,8,12,1
36,4,3,77,12,1
36,4,5,276,12,1
36,4,6,440,12,1
36,4,7,33,12,1
36,5,1,3,12,1
36,5,5,104,12,1
36,5,6,360,12,1
36,6,1,0,12,1
36,6,2,0,12,1
36,6,4,17,12,1
36,6,5,164,12,1
36,7,1,0,12,1
36,7,2,0,12,1
36,7,3,5,12,1
36,7,4,0,12,1
36,7,5,33,12,1
36,7,6,74,12,1
37,0,0,8,13,1
37,0,1,17,13,1
37,0,2,30,13,1
37,0,3,140,13,1
37,0,4,270,13,1
37,0,5,642,13,1
37,0,6,1201,13,1
37,1,0,0,13,1
37,1,1,0,13,1
37,1,7,311,13,1
37,2,0,0,13,1
37,2,1,5,13,1
37,2,5,418,13,1
37,2,6,1838,13,1
37,3,6,865,13,1
37,4,0,14,13,1
37,4,2,0,13,1
37,4,4,41,13,1
37,4,5,292,13,1
37,5,0,0,13,1
37,5,1,0,13,1
37,5,3,0,13,1
37,5,4,22,13,1
37,5,5,194,13,1
37,5,6,374,13,1
37,6,1,0,13,1
37,6,2,14,13,1
37,6,5,17,13,1
37,6,6,68,13,1
37,7,0,0,13,1
37,7,1,0,13,1
37,7,4,8,13,1
37,7,6,79,13,1
38,0,3,104,14,1
38,0,7,393,14,1
38,1,1,14,14,1
38,1,2,38,14,1
38,1,4,38,14,1
38,1,6,1712,14,1
38,1,7,557,14,1
38,2,0,3,14,1
38,2,1,0,14,1
38,2,3,123,14,1
38,2,4,63,14,1
38,2,5,959,14,1
38,2,7,306,14,1
38,3,2,5,14,1
38,3,3,41,14,1
38,3,4,145,14,1
38,3,5,604,14,1
38,4,0,0,14,1
38,4,2,0,14,1
38,4,5,268,14,1
38,4,6,579,14,1
38,4,7,60,14,1
38,5,1,0,14,1
38,5,2,3,14,1
38,5,6,194,14,1
38,7,0,0,14,1
38,7,2,0,14,1
38,7,6,85,14,1
38,7,7,36,14,1
39,0,1,11,15,1
39,0,2,24,15,1
39,0,5,120,15,1
39,0,6,401,15,1
39,0,7,333,15,1
39,1,0,0,15,1
39,1,3,38,15,1
39,1,4,65,15,1
39,1,5,145,15,1
39,1,6,734,15,1
39,1,7,153,15,1
39,2,0,0,15,1
39,2,3,123,15,1
39,2,4,22,15,1
39,2,5,150,15,1
39,2,6,454,15,1
39,3,0,3,15,1
39,3,4,51,15,1
39,3,6,265,15,1
39,3,7,8,15,1
39,4,0,0,15,1
39,4,1,8,15,1
39,4,2,5,15,1
39,4,3,11,15,1
39,4,5,77,15,1
39,4,6,249,15,1
39,4,7,17,15,1
39,5,1,3,15,1
39,5,4,14,15,1
39,5,5,36,15,1
39,5,6,71,15,1
39,6,0,0,15,1
39,6,2,0,15,1
39,6,3,5,15,1
39,6,5,11,15,1
39,6,6,5,15,1
39,6,7,8,15,1
39,7,1,0,15,1
39,7,2,0,15,1
39,7,5,11,15,1
40,0,0,3,16,1
40,0,3,30,16,1
40,0,4,44,16,1
40,0,6,177,16,1
40,1,0,0,16,1
40,1,1,3,16,1
40,1,3,36,16,1
40,1,6,131,16,1
40,2,0,0,16,1
40,2,2,14,16,1
40,2,3,106,16,1
40,2,7,51,16,1
40,3,0,0,16,1
40,3,2,11,16,1
40,3,6,114,16,1
40,4,0,0,16,1
40,4,3,51,16,1
40,4,4,36,16,1
40,5,2,5,16,1
40,5,4,8,16,1
40,5,5,46,16,1
40,5,7,22,16,1
40,6,2,11,16,1
40,6,3,5,16,1
40,6,4,8,16,1
40,6,7,8,16,1
40,7,0,0,16,1
40,7,1,0,16,1
40,7,4,5,16,1
40,7,6,11,16,1
40,7,7,11,16,1
41,0,1,5,17,1
41,0,2,22,17,1
41,0,5,44,17,1
41,1,0,0,17,1
41,1,2,19,17,1
41,1,3,44,17,1
41,1,6,46,17,1
41,1,7,22,17,1
41,2,0,0,17,1
41,2,1,0,17,1
41,2,4,30,17,1
41,2,5,33,17,1
41,2,6,55,17,1
41,3,2,11,17,1
41,3,3,8,17,1
41,3,4,0,17,1
41,3,5,82,17,1
41,3,6,49,17,1
41,3,7,30,17,1
41,4,0,14,17,1
41,4,2,0,17,1
41,4,3,24,17,1
41,4,6,36,17,1
41,5,0,0,17,1
41,5,4,8,17,1
41,5,6,17,17,1
41,6,0,0,17,1
41,6,1,0,17,1
41,6,2,0,17,1
41,6,4,0,17,1
41,6,6,0,17,1
41,6,7,3,17,1
41,7,0,0,17,1
41,7,7,5,17,1
42,0,0,11,18,1
42,0,2,23,18,1
42,0,4,6,18,1
42,0,5,25,18,1
42,0,6,25,18,1
42,0,7,43,18,1
42,1,1,3,18,1
42,1,2,14,18,1
42,1,3,14,18,1
42,1,5,34,18,1
42,2,0,0,18,1
42,2,1,3,18,1
42,2,5,11,18,1
42,2,6,34,18,1
42,2,7,14,18,1
42,3,0,0,18,1
42,3,3,32,18,1
42,3,6,40,18,1
42,4,2,0,18,1
42,4,5,32,18,1
42,4,6,32,18,1
42,4,7,9,18,1
42,5,0,0,18,1
42,5,4,18,18,1
42,5,5,18,18,1
42,5,6,6,18,1
42,5,7,6,18,1
42,6,0,0,18,1
42,6,1,3,18,1
42,6,2,0,18,1
42,6,5,11,18,1
42,6,6,0,18,1
42,6,7,18,18,1
42,7,1,0,18,1
42,7,2,0,18,1
42,7,5,0,18,1
42,7,6,3,18,1
43,0,0,3,19,1
43,0,1,0,19,1
43,0,2,9,19,1
43,0,7,9,19,1
43,1,4,3,19,1
43,1,5,18,19,1
43,1,6,3,19,1
43,1,7,20,19,1
43,2,3,9,19,1
43,3,0,6,19,1
43,3,1,6,19,1
43,3,2,3,19,1
43,3,3,23,19,1
43,3,4,32,19,1
43,3,6,40,19,1
43,3,7,11,19,1
43,4,0,0,19,1
43,4,4,40,19,1
43,4,6,23,19,1
43,4,7,6,19,1
43,5,1,0,19,1
43,5,2,3,19,1
43,5,5,14,19,1
43,5,6,3,19,1
43,5,7,6,19,1
43,6,4,9,19,1
43,6,5,14,19,1
43,7,3,0,19,1
43,7,5,3,19,1
43,7,7,0,19,1
44,0,5,9,20,1
44,0,6,11,20,1
44,1,0,0,20,1
44,1,4,3,20,1
44,1,5,14,20,1
44,1,6,3,20,1
44,2,6,23,20,1
44,2,7,20,20,1
44,3,1,0,20,1
44,3,2,0,20,1
44,3,7,3,20,1
44,4,3,49,20,1
44,4,7,9,20,1
44,5,0,0,20,1
44,5,4,0,20,1
44,5,6,0,20,1
44,6,3,3,20,1
44,6,4,0,20,1
44,6,5,14,20,1
44,6,6,0,20,1
44,7,0,0,20,1
44,7,2,0,20,1
44,7,4,0,20,1
44,7,7,0,20,1
45,0,0,0,21,1
45,0,5,3,21,1
45,1,0,0,21,1
45,1,1,0,21,1
45,1,2,6,21,1
45,1,3,9,21,1
45,1,4,3,21,1
45,1,6,3,21,1
45,1,7,3,21,1
45,2,1,0,21,1
45,2,3,9,21,1
45,2,6,0,21,1
45,2,7,6,21,1
45,3,1,0,21,1
45,3,4,3,21,1
45,4,1,0,21,1
45,4,3,37,21,1
45,4,4,6,21,1
45,4,5,6,21,1
45,5,0,0,21,1
45,5,1,0,21,1
45,5,3,0,21,1
45,5,5,0,21,1
45,6,1,0,21,1
45,6,2,0,21,1
45,6,3,0,21,1
45,6,6,3,21,1
45,6,7,3,21,1
45,7,1,0,21,1
45,7,2,0,21,1
45,7,3,0,21,1
45,7,4,0,21,1
45,7,5,3,21,1
45,7,6,0,21,1
45,7,7,0,21,1
46,0,2,9,22,1
46,0,3,0,22,1
46,0,6,9,22,1
46,1,1,0,22,1
46,1,3,3,22,1
46,1,5,6,22,1
46,1,6,0,22,1
46,2,4,3,22,1
46,2,7,6,22,1
46,3,1,3,22,1
46,3,2,0,22,1
46,3,5,0,22,1
46,3,6,0,22,1
46,3,7,0,22,1
46,4,1,3,22,1
46,4,2,0,22,1
46,4,3,14,22,1
46,4,5,0,22,1
46,4,6,0,22,1
46,4,7,0,22,1
46,5,0,0,22,1
46,5,1,0,22,1
46,5,2,6,22,1
46,5,3,0,22,1
46,5,4,0,22,1
46,5,5,0,22,1
46,6,0,0,22,1
46,6,4,0,22,1
46,6,5,0,22,1
46,6,6,0,22,1
46,7,0,0,22,1
46,7,2,0,22,1
46,7,4,3,22,1
46,7,5,0,22,1
46,7,6,0,22,1
46,7,7,0,22,1
47,0,1,0,23,1
47,0,2,0,23,1
47,0,5,0,23,1
47,0,6,0,23,1
47,0,7,9,23,1
47,1,1,0,23,1
47,2,2,3,23,1
47,2,3,0,23,1
47,2,6,0,23,1
47,2,7,6,23,1
47,3,1,37,23,1
47,3,2,9,23,1
47,4,0,0,23,1
47,4,2,20,23,1
47,4,3,37,23,1
47,4,5,0,23,1
47,4,6,0,23,1
47,4,7,9,23,1
47,5,0,0,23,1
47,5,3,0,23,1
47,5,4,9,23,1
47,5,5,0,23,1
47,5,6,0,23,1
47,6,1,0,23,1
47,6,3,0,23,1
47,6,4,0,23,1
47,6,5,3,23,1
47,6,6,0,23,1
47,7,0,0,23,1
47,7,1,0,23,1
47,7,3,0,23,1
47,7,6,0,23,1
47,7,7,0,23,1
48,0,1,0,0,2
48,0,2,0,0,2
48,0,3,0,0,2
48,0,7,3,0,2
48,1,3,3,0,2
48,1,4,0,0,2
48,1,5,0,0,2
48,1,6,3,0,2
48,2,1,0,0,2
48,2,2,0,0,2
48,2,3,6,0,2
48,2,4,9,0,2
48,2,7,3,0,2
48,3,0,0,0,2
48,3,3,11,0,2
48,3,4,3,0,2
48,4,0,0,0,2
48,4,1,0,0,2
48,4,2,0,0,2
48,4,6,0,0,2
48,5,3,0,0,2
48,5,5,0,0,2
48,5,6,0,0,2
48,6,1,0,0,2
48,6,3,0,0,2
48,6,5,0,0,2
48,6,6,3,0,2
48,7,0,0,0,2
48,7,1,0,0,2
48,7,3,0,0,2
48,7,4,0,0,2
48,7,5,0,0,2
48,7,6,0,0,2
49,0,1,0,1,2
49,0,2,0,1,2
49,0,3,0,1,2
49,0,5,3,1,2
49,0,6,0,1,2
49,1,0,0,1,2
49,1,3,3,1,2
49,1,4,0,1,2
49,2,1,0,1,2
49,2,3,0,1,2
49,2,4,6,1,2
49,2,5,6,1,2
49,3,0,3,1,2
49,3,1,6,1,2
49,3,2,0,1,2
49,3,3,9,1,2
49,3,4,0,1,2
49,3,6,6,1,2
49,3,7,0,1,2
49,4,0,0,1,2
49,4,1,0,1,2
49,4,2,0,1,2
49,4,4,9,1,2
49,5,1,0,1,2
49,5,3,0,1,2
49,5,6,0,1,2
49,6,1,0,1,2
49,6,3,0,1,2
49,6,5,0,1,2
49,6,6,0,1,2
49,6,7,0,1,2
49,7,3,0,1,2
49,7,5,0,1,2
49,7,6,3,1,2
50,0,0,6,2,2
50,0,1,3,2,2
50,0,2,29,2,2
50,0,5,20,2,2
50,0,6,20,2,2
50,0,7,49,2,2
50,1,0,25,2,2
50,1,3,32,2,2
50,1,5,115,2,2
50,1,7,109,2,2
50,2,1,6,2,2
50,2,2,49,2,2
50,2,6,32,2,2
50,2,7,18,2,2
50,3,0,0,2,2
50,3,2,0,2,2
50,3,4,9,2,2
50,3,5,86,2,2
50,3,6,40,2,2
50,3,7,6,2,2
50,4,0,0,2,2
50,4,1,9,2,2
50,4,2,0,2,2
50,4,3,0,2,2
50,4,6,3,2,2
50,5,3,3,2,2
50,5,6,14,2,2
50,6,0,0,2,2
50,6,5,9,2,2
50,6,6,0,2,2
50,7,0,0,2,2
50,7,2,0,2,2
50,7,7,0,2,2
51,0,0,37,3,2
51,0,1,14,3,2
51,0,2,147,3,2
51,0,3,797,3,2
51,0,4,278,3,2
51,0,5,143,3,2
51,1,0,0,3,2
51,1,4,301,3,2
51,1,7,579,3,2
51,2,1,0,3,2
51,2,7,218,3,2
51,3,1,52,3,2
51,3,2,89,3,2
51,3,6,123,3,2
51,3,7,100,3,2
51,4,0,0,3,2
51,4,1,80,3,2
51,4,2,0,3,2
51,4,4,298,3,2
51,5,0,0,3,2
51,5,1,0,3,2
51,5,3,14,3,2
51,5,4,49,3,2
51,5,5,25,3,2
51,6,1,0,3,2
51,6,3,0,3,2
51,6,4,29,3,2
51,6,6,0,3,2
51,7,1,0,3,2
51,7,7,46,3,2
52,0,4,421,4,2
52,0,5,229,4,2
52,0,7,444,4,2
52,1,0,32,4,2
52,1,7,923,4,2
52,2,0,0,4,2
52,3,0,0,4,2
52,3,3,181,4,2
52,4,0,3,4,2
52,4,1,18,4,2
52,4,3,46,4,2
52,5,1,0,4,2
52,5,3,14,4,2
52,5,4,218,4,2
52,5,5,169,4,2
52,5,6,6,4,2
52,5,7,115,4,2
52,6,0,0,4,2
52,6,1,0,4,2
52,6,3,3,4,2
52,6,7,120,4,2
52,7,0,0,4,2
52,7,1,0,4,2
52,7,2,0,4,2
52,7,5,6,4,2
52,7,6,34,4,2
52,7,7,32,4,2
53,0,0,23,5,2
53,0,1,9,5,2
53,0,2,77,5,2
53,0,3,221,5,2
53,0,4,181,5,2
53,0,5,593,5,2
53,0,6,267,5,2
53,0,7,462,5,2
53,1,0,0,5,2
53,1,2,80,5,2
53,1,3,326,5,2
53,1,5,708,5,2
53,1,6,433,5,2
53,2,1,9,5,2
53,2,2,319,5,2
53,2,4,435,5,2
53,2,6,441,5,2
53,2,7,226,5,2
53,3,1,23,5,2
53,3,5,158,5,2
53,3,6,221,5,2
53,4,1,6,5,2
53,4,2,9,5,2
53,5,1,0,5,2
53,5,3,11,5,2
53,5,5,195,5,2
